&#0;	�		%00
&#5805;	ᚭ	ᚭ	%u16AD
&#5806;	ᚮ	ᚮ	%u16AE
&#5807;	ᚯ	ᚯ	%u16AF
&#5808;	ᚰ	ᚰ	%u16B0
&#5809;	ᚱ	ᚱ	%u16B1
&#5810;	ᚲ	ᚲ	%u16B2
&#5811;	ᚳ	ᚳ	%u16B3
&#5812;	ᚴ	ᚴ	%u16B4
&#5813;	ᚵ	ᚵ	%u16B5
&#5814;	ᚶ	ᚶ	%u16B6
&#5815;	ᚷ	ᚷ	%u16B7
&#5816;	ᚸ	ᚸ	%u16B8
&#5817;	ᚹ	ᚹ	%u16B9
&#5818;	ᚺ	ᚺ	%u16BA
&#5819;	ᚻ	ᚻ	%u16BB
&#5820;	ᚼ	ᚼ	%u16BC
&#5821;	ᚽ	ᚽ	%u16BD
&#5822;	ᚾ	ᚾ	%u16BE
&#5823;	ᚿ	ᚿ	%u16BF
&#5824;	ᛀ	ᛀ	%u16C0
&#5825;	ᛁ	ᛁ	%u16C1
&#5826;	ᛂ	ᛂ	%u16C2
&#5827;	ᛃ	ᛃ	%u16C3
&#5828;	ᛄ	ᛄ	%u16C4
&#5829;	ᛅ	ᛅ	%u16C5
&#5830;	ᛆ	ᛆ	%u16C6
&#5831;	ᛇ	ᛇ	%u16C7
&#5832;	ᛈ	ᛈ	%u16C8
&#5833;	ᛉ	ᛉ	%u16C9
&#5834;	ᛊ	ᛊ	%u16CA
&#5835;	ᛋ	ᛋ	%u16CB
&#5836;	ᛌ	ᛌ	%u16CC
&#5837;	ᛍ	ᛍ	%u16CD
&#5838;	ᛎ	ᛎ	%u16CE
&#5839;	ᛏ	ᛏ	%u16CF
&#5840;	ᛐ	ᛐ	%u16D0
&#5841;	ᛑ	ᛑ	%u16D1
&#5842;	ᛒ	ᛒ	%u16D2
&#5843;	ᛓ	ᛓ	%u16D3
&#5844;	ᛔ	ᛔ	%u16D4
&#5845;	ᛕ	ᛕ	%u16D5
&#5846;	ᛖ	ᛖ	%u16D6
&#5847;	ᛗ	ᛗ	%u16D7
&#5848;	ᛘ	ᛘ	%u16D8
&#5849;	ᛙ	ᛙ	%u16D9
&#5850;	ᛚ	ᛚ	%u16DA
&#5851;	ᛛ	ᛛ	%u16DB
&#5852;	ᛜ	ᛜ	%u16DC
&#5853;	ᛝ	ᛝ	%u16DD
&#5854;	ᛞ	ᛞ	%u16DE
&#5855;	ᛟ	ᛟ	%u16DF
&#5856;	ᛠ	ᛠ	%u16E0
&#5857;	ᛡ	ᛡ	%u16E1
&#5858;	ᛢ	ᛢ	%u16E2
&#5859;	ᛣ	ᛣ	%u16E3
&#5860;	ᛤ	ᛤ	%u16E4
&#5861;	ᛥ	ᛥ	%u16E5
&#5862;	ᛦ	ᛦ	%u16E6
&#5863;	ᛧ	ᛧ	%u16E7
&#5864;	ᛨ	ᛨ	%u16E8
&#5865;	ᛩ	ᛩ	%u16E9
&#5866;	ᛪ	ᛪ	%u16EA
&#5867;	᛫	᛫	%u16EB
&#5868;	᛬	᛬	%u16EC
&#5869;	᛭	᛭	%u16ED
&#5870;	ᛮ	ᛮ	%u16EE
&#5871;	ᛯ	ᛯ	%u16EF
&#5872;	ᛰ	ᛰ	%u16F0
&#5873;	ᛱ	ᛱ	%u16F1
&#5874;	ᛲ	ᛲ	%u16F2
&#5875;	ᛳ	ᛳ	%u16F3
&#5876;	ᛴ	ᛴ	%u16F4
&#5877;	ᛵ	ᛵ	%u16F5
&#5878;	ᛶ	ᛶ	%u16F6
&#5879;	ᛷ	ᛷ	%u16F7
&#5880;	ᛸ	ᛸ	%u16F8
&#5881;	᛹	᛹	%u16F9
&#5882;	᛺	᛺	%u16FA
&#5883;	᛻	᛻	%u16FB
&#5884;	᛼	᛼	%u16FC
&#5885;	᛽	᛽	%u16FD
&#5886;	᛾	᛾	%u16FE
&#5887;	᛿	᛿	%u16FF
&#5888;	ᜀ	ᜀ	%u1700
&#5889;	ᜁ	ᜁ	%u1701
&#5890;	ᜂ	ᜂ	%u1702
&#5891;	ᜃ	ᜃ	%u1703
&#5892;	ᜄ	ᜄ	%u1704
&#5893;	ᜅ	ᜅ	%u1705
&#5894;	ᜆ	ᜆ	%u1706
&#5895;	ᜇ	ᜇ	%u1707
&#5896;	ᜈ	ᜈ	%u1708
&#5897;	ᜉ	ᜉ	%u1709
&#5898;	ᜊ	ᜊ	%u170A
&#5899;	ᜋ	ᜋ	%u170B
&#5900;	ᜌ	ᜌ	%u170C
&#5901;	ᜍ	ᜍ	%u170D
&#5902;	ᜎ	ᜎ	%u170E
&#5903;	ᜏ	ᜏ	%u170F
&#5904;	ᜐ	ᜐ	%u1710
&#5905;	ᜑ	ᜑ	%u1711
&#5906;	ᜒ	ᜒ	%u1712
&#5907;	ᜓ	ᜓ	%u1713
&#5908;	᜔	᜔	%u1714
&#5909;	᜕	᜕	%u1715
&#5910;	᜖	᜖	%u1716
&#5911;	᜗	᜗	%u1717
&#5912;	᜘	᜘	%u1718
&#5913;	᜙	᜙	%u1719
&#5914;	᜚	᜚	%u171A
&#5915;	᜛	᜛	%u171B
&#5916;	᜜	᜜	%u171C
&#5917;	᜝	᜝	%u171D
&#5918;	᜞	᜞	%u171E
&#5919;	ᜟ	ᜟ	%u171F
&#5920;	ᜠ	ᜠ	%u1720
&#5921;	ᜡ	ᜡ	%u1721
&#5922;	ᜢ	ᜢ	%u1722
&#5923;	ᜣ	ᜣ	%u1723
&#5924;	ᜤ	ᜤ	%u1724
&#5925;	ᜥ	ᜥ	%u1725
&#5926;	ᜦ	ᜦ	%u1726
&#5927;	ᜧ	ᜧ	%u1727
&#5928;	ᜨ	ᜨ	%u1728
&#5929;	ᜩ	ᜩ	%u1729
&#5930;	ᜪ	ᜪ	%u172A
&#5931;	ᜫ	ᜫ	%u172B
&#5932;	ᜬ	ᜬ	%u172C
&#5933;	ᜭ	ᜭ	%u172D
&#5934;	ᜮ	ᜮ	%u172E
&#5935;	ᜯ	ᜯ	%u172F
&#5936;	ᜰ	ᜰ	%u1730
&#5937;	ᜱ	ᜱ	%u1731
&#5938;	ᜲ	ᜲ	%u1732
&#5939;	ᜳ	ᜳ	%u1733
&#5940;	᜴	᜴	%u1734
&#5941;	᜵	᜵	%u1735
&#5942;	᜶	᜶	%u1736
&#5943;	᜷	᜷	%u1737
&#5944;	᜸	᜸	%u1738
&#5945;	᜹	᜹	%u1739
&#5946;	᜺	᜺	%u173A
&#5947;	᜻	᜻	%u173B
&#5948;	᜼	᜼	%u173C
&#5949;	᜽	᜽	%u173D
&#5950;	᜾	᜾	%u173E
&#5951;	᜿	᜿	%u173F
&#5952;	ᝀ	ᝀ	%u1740
&#5953;	ᝁ	ᝁ	%u1741
&#5954;	ᝂ	ᝂ	%u1742
&#5955;	ᝃ	ᝃ	%u1743
&#5956;	ᝄ	ᝄ	%u1744
&#5957;	ᝅ	ᝅ	%u1745
&#5958;	ᝆ	ᝆ	%u1746
&#5959;	ᝇ	ᝇ	%u1747
&#5960;	ᝈ	ᝈ	%u1748
&#5961;	ᝉ	ᝉ	%u1749
&#5962;	ᝊ	ᝊ	%u174A
&#5963;	ᝋ	ᝋ	%u174B
&#5964;	ᝌ	ᝌ	%u174C
&#5965;	ᝍ	ᝍ	%u174D
&#5966;	ᝎ	ᝎ	%u174E
&#5967;	ᝏ	ᝏ	%u174F
&#5968;	ᝐ	ᝐ	%u1750
&#5969;	ᝑ	ᝑ	%u1751
&#5970;	ᝒ	ᝒ	%u1752
&#5971;	ᝓ	ᝓ	%u1753
&#5972;	᝔	᝔	%u1754
&#5973;	᝕	᝕	%u1755
&#5974;	᝖	᝖	%u1756
&#5975;	᝗	᝗	%u1757
&#5976;	᝘	᝘	%u1758
&#5977;	᝙	᝙	%u1759
&#5978;	᝚	᝚	%u175A
&#5979;	᝛	᝛	%u175B
&#5980;	᝜	᝜	%u175C
&#5981;	᝝	᝝	%u175D
&#5982;	᝞	᝞	%u175E
&#5983;	᝟	᝟	%u175F
&#5984;	ᝠ	ᝠ	%u1760
&#5985;	ᝡ	ᝡ	%u1761
&#5986;	ᝢ	ᝢ	%u1762
&#5987;	ᝣ	ᝣ	%u1763
&#5988;	ᝤ	ᝤ	%u1764
&#5989;	ᝥ	ᝥ	%u1765
&#5990;	ᝦ	ᝦ	%u1766
&#5991;	ᝧ	ᝧ	%u1767
&#5992;	ᝨ	ᝨ	%u1768
&#5993;	ᝩ	ᝩ	%u1769
&#5994;	ᝪ	ᝪ	%u176A
&#5995;	ᝫ	ᝫ	%u176B
&#5996;	ᝬ	ᝬ	%u176C
&#5997;	᝭	᝭	%u176D
&#5998;	ᝮ	ᝮ	%u176E
&#5999;	ᝯ	ᝯ	%u176F
&#6000;	ᝰ	ᝰ	%u1770
&#6001;	᝱	᝱	%u1771
&#6002;	ᝲ	ᝲ	%u1772
&#6003;	ᝳ	ᝳ	%u1773
&#6004;	᝴	᝴	%u1774
&#6005;	᝵	᝵	%u1775
&#6006;	᝶	᝶	%u1776
&#6007;	᝷	᝷	%u1777
&#6008;	᝸	᝸	%u1778
&#6009;	᝹	᝹	%u1779
&#6010;	᝺	᝺	%u177A
&#6011;	᝻	᝻	%u177B
&#6012;	᝼	᝼	%u177C
&#6013;	᝽	᝽	%u177D
&#6014;	᝾	᝾	%u177E
&#6015;	᝿	᝿	%u177F
&#6016;	ក	ក	%u1780
&#6017;	ខ	ខ	%u1781
&#6018;	គ	គ	%u1782
&#6019;	ឃ	ឃ	%u1783
&#6020;	ង	ង	%u1784
&#6021;	ច	ច	%u1785
&#6022;	ឆ	ឆ	%u1786
&#6023;	ជ	ជ	%u1787
&#6024;	ឈ	ឈ	%u1788
&#6025;	ញ	ញ	%u1789
&#6026;	ដ	ដ	%u178A
&#6027;	ឋ	ឋ	%u178B
&#6028;	ឌ	ឌ	%u178C
&#6029;	ឍ	ឍ	%u178D
&#6030;	ណ	ណ	%u178E
&#6031;	ត	ត	%u178F
&#6032;	ថ	ថ	%u1790
&#6033;	ទ	ទ	%u1791
&#6034;	ធ	ធ	%u1792
&#6035;	ន	ន	%u1793
&#6036;	ប	ប	%u1794
&#6037;	ផ	ផ	%u1795
&#6038;	ព	ព	%u1796
&#6039;	ភ	ភ	%u1797
&#6040;	ម	ម	%u1798
&#6041;	យ	យ	%u1799
&#6042;	រ	រ	%u179A
&#6043;	ល	ល	%u179B
&#6044;	វ	វ	%u179C
&#6045;	ឝ	ឝ	%u179D
&#6046;	ឞ	ឞ	%u179E
&#6047;	ស	ស	%u179F
&#6048;	ហ	ហ	%u17A0
&#6049;	ឡ	ឡ	%u17A1
&#6050;	អ	អ	%u17A2
&#6051;	ឣ	ឣ	%u17A3
&#6052;	ឤ	ឤ	%u17A4
&#6053;	ឥ	ឥ	%u17A5
&#6054;	ឦ	ឦ	%u17A6
&#6055;	ឧ	ឧ	%u17A7
&#6056;	ឨ	ឨ	%u17A8
&#6057;	ឩ	ឩ	%u17A9
&#6058;	ឪ	ឪ	%u17AA
&#6059;	ឫ	ឫ	%u17AB
&#6060;	ឬ	ឬ	%u17AC
&#6061;	ឭ	ឭ	%u17AD
&#6062;	ឮ	ឮ	%u17AE
&#6063;	ឯ	ឯ	%u17AF
&#6064;	ឰ	ឰ	%u17B0
&#6065;	ឱ	ឱ	%u17B1
&#6066;	ឲ	ឲ	%u17B2
&#6067;	ឳ	ឳ	%u17B3
&#6068;	឴	឴	%u17B4
&#6069;	឵	឵	%u17B5
&#6070;	ា	ា	%u17B6
&#6071;	ិ	ិ	%u17B7
&#6072;	ី	ី	%u17B8
&#6073;	ឹ	ឹ	%u17B9
&#6074;	ឺ	ឺ	%u17BA
&#6075;	ុ	ុ	%u17BB
&#6076;	ូ	ូ	%u17BC
&#6077;	ួ	ួ	%u17BD
&#6078;	ើ	ើ	%u17BE
&#6079;	ឿ	ឿ	%u17BF
&#6080;	ៀ	ៀ	%u17C0
&#6081;	េ	េ	%u17C1
&#6082;	ែ	ែ	%u17C2
&#6083;	ៃ	ៃ	%u17C3
&#6084;	ោ	ោ	%u17C4
&#6085;	ៅ	ៅ	%u17C5
&#6086;	ំ	ំ	%u17C6
&#6087;	ះ	ះ	%u17C7
&#6088;	ៈ	ៈ	%u17C8
&#6089;	៉	៉	%u17C9
&#6090;	៊	៊	%u17CA
&#6091;	់	់	%u17CB
&#6092;	៌	៌	%u17CC
&#6093;	៍	៍	%u17CD
&#6094;	៎	៎	%u17CE
&#6095;	៏	៏	%u17CF
&#6096;	័	័	%u17D0
&#6097;	៑	៑	%u17D1
&#6098;	្	្	%u17D2
&#6099;	៓	៓	%u17D3
&#6100;	។	។	%u17D4
&#6101;	៕	៕	%u17D5
&#6102;	៖	៖	%u17D6
&#6103;	ៗ	ៗ	%u17D7
&#6104;	៘	៘	%u17D8
&#6105;	៙	៙	%u17D9
&#6106;	៚	៚	%u17DA
&#6107;	៛	៛	%u17DB
&#6108;	ៜ	ៜ	%u17DC
&#6109;	៝	៝	%u17DD
&#6110;	៞	៞	%u17DE
&#6111;	៟	៟	%u17DF
&#6112;	០	០	%u17E0
&#6113;	១	១	%u17E1
&#6114;	២	២	%u17E2
&#6115;	៣	៣	%u17E3
&#6116;	៤	៤	%u17E4
&#6117;	៥	៥	%u17E5
&#6118;	៦	៦	%u17E6
&#6119;	៧	៧	%u17E7
&#6120;	៨	៨	%u17E8
&#6121;	៩	៩	%u17E9
&#6122;	៪	៪	%u17EA
&#6123;	៫	៫	%u17EB
&#6124;	៬	៬	%u17EC
&#6125;	៭	៭	%u17ED
&#6126;	៮	៮	%u17EE
&#6127;	៯	៯	%u17EF
&#6128;	៰	៰	%u17F0
&#6129;	៱	៱	%u17F1
&#6130;	៲	៲	%u17F2
&#6131;	៳	៳	%u17F3
&#6132;	៴	៴	%u17F4
&#6133;	៵	៵	%u17F5
&#6134;	៶	៶	%u17F6
&#6135;	៷	៷	%u17F7
&#6136;	៸	៸	%u17F8
&#6137;	៹	៹	%u17F9
&#6138;	៺	៺	%u17FA
&#6139;	៻	៻	%u17FB
&#6140;	៼	៼	%u17FC
&#6141;	៽	៽	%u17FD
&#6142;	៾	៾	%u17FE
&#6143;	៿	៿	%u17FF
&#6144;	᠀	᠀	%u1800
&#6145;	᠁	᠁	%u1801
&#6146;	᠂	᠂	%u1802
&#6147;	᠃	᠃	%u1803
&#6148;	᠄	᠄	%u1804
&#6149;	᠅	᠅	%u1805
&#6150;	᠆	᠆	%u1806
&#6151;	᠇	᠇	%u1807
&#6152;	᠈	᠈	%u1808
&#6153;	᠉	᠉	%u1809
&#6154;	᠊	᠊	%u180A
&#6155;	᠋	᠋	%u180B
&#6156;	᠌	᠌	%u180C
&#6157;	᠍	᠍	%u180D
&#6158;	᠎	᠎	%u180E
&#6159;	᠏	᠏	%u180F
&#6160;	᠐	᠐	%u1810
&#6161;	᠑	᠑	%u1811
&#6162;	᠒	᠒	%u1812
&#6163;	᠓	᠓	%u1813
&#6164;	᠔	᠔	%u1814
&#6165;	᠕	᠕	%u1815
&#6166;	᠖	᠖	%u1816
&#6167;	᠗	᠗	%u1817
&#6168;	᠘	᠘	%u1818
&#6169;	᠙	᠙	%u1819
&#6170;	᠚	᠚	%u181A
&#6171;	᠛	᠛	%u181B
&#6172;	᠜	᠜	%u181C
&#6173;	᠝	᠝	%u181D
&#6174;	᠞	᠞	%u181E
&#6175;	᠟	᠟	%u181F
&#6176;	ᠠ	ᠠ	%u1820
&#6177;	ᠡ	ᠡ	%u1821
&#6178;	ᠢ	ᠢ	%u1822
&#6179;	ᠣ	ᠣ	%u1823
&#6180;	ᠤ	ᠤ	%u1824
&#6181;	ᠥ	ᠥ	%u1825
&#6182;	ᠦ	ᠦ	%u1826
&#6183;	ᠧ	ᠧ	%u1827
&#6184;	ᠨ	ᠨ	%u1828
&#6185;	ᠩ	ᠩ	%u1829
&#6186;	ᠪ	ᠪ	%u182A
&#6187;	ᠫ	ᠫ	%u182B
&#6188;	ᠬ	ᠬ	%u182C
&#6189;	ᠭ	ᠭ	%u182D
&#6190;	ᠮ	ᠮ	%u182E
&#6191;	ᠯ	ᠯ	%u182F
&#6192;	ᠰ	ᠰ	%u1830
&#6193;	ᠱ	ᠱ	%u1831
&#6194;	ᠲ	ᠲ	%u1832
&#6195;	ᠳ	ᠳ	%u1833
&#6196;	ᠴ	ᠴ	%u1834
&#6197;	ᠵ	ᠵ	%u1835
&#6198;	ᠶ	ᠶ	%u1836
&#6199;	ᠷ	ᠷ	%u1837
&#6200;	ᠸ	ᠸ	%u1838
&#6201;	ᠹ	ᠹ	%u1839
&#6202;	ᠺ	ᠺ	%u183A
&#6203;	ᠻ	ᠻ	%u183B
&#6204;	ᠼ	ᠼ	%u183C
&#6205;	ᠽ	ᠽ	%u183D
&#6206;	ᠾ	ᠾ	%u183E
&#6207;	ᠿ	ᠿ	%u183F
&#6208;	ᡀ	ᡀ	%u1840
&#6209;	ᡁ	ᡁ	%u1841
&#6210;	ᡂ	ᡂ	%u1842
&#6211;	ᡃ	ᡃ	%u1843
&#6212;	ᡄ	ᡄ	%u1844
&#6213;	ᡅ	ᡅ	%u1845
&#6214;	ᡆ	ᡆ	%u1846
&#6215;	ᡇ	ᡇ	%u1847
&#6216;	ᡈ	ᡈ	%u1848
&#6217;	ᡉ	ᡉ	%u1849
&#6218;	ᡊ	ᡊ	%u184A
&#6219;	ᡋ	ᡋ	%u184B
&#6220;	ᡌ	ᡌ	%u184C
&#6221;	ᡍ	ᡍ	%u184D
&#6222;	ᡎ	ᡎ	%u184E
&#6223;	ᡏ	ᡏ	%u184F
&#6224;	ᡐ	ᡐ	%u1850
&#6225;	ᡑ	ᡑ	%u1851
&#6226;	ᡒ	ᡒ	%u1852
&#6227;	ᡓ	ᡓ	%u1853
&#6228;	ᡔ	ᡔ	%u1854
&#6229;	ᡕ	ᡕ	%u1855
&#6230;	ᡖ	ᡖ	%u1856
&#6231;	ᡗ	ᡗ	%u1857
&#6232;	ᡘ	ᡘ	%u1858
&#6233;	ᡙ	ᡙ	%u1859
&#6234;	ᡚ	ᡚ	%u185A
&#6235;	ᡛ	ᡛ	%u185B
&#6236;	ᡜ	ᡜ	%u185C
&#6237;	ᡝ	ᡝ	%u185D
&#6238;	ᡞ	ᡞ	%u185E
&#6239;	ᡟ	ᡟ	%u185F
&#6240;	ᡠ	ᡠ	%u1860
&#6241;	ᡡ	ᡡ	%u1861
&#6242;	ᡢ	ᡢ	%u1862
&#6243;	ᡣ	ᡣ	%u1863
&#6244;	ᡤ	ᡤ	%u1864
&#6245;	ᡥ	ᡥ	%u1865
&#6246;	ᡦ	ᡦ	%u1866
&#6247;	ᡧ	ᡧ	%u1867
&#6248;	ᡨ	ᡨ	%u1868
&#6249;	ᡩ	ᡩ	%u1869
&#6250;	ᡪ	ᡪ	%u186A
&#6251;	ᡫ	ᡫ	%u186B
&#6252;	ᡬ	ᡬ	%u186C
&#6253;	ᡭ	ᡭ	%u186D
&#6254;	ᡮ	ᡮ	%u186E
&#6255;	ᡯ	ᡯ	%u186F
&#6256;	ᡰ	ᡰ	%u1870
&#6257;	ᡱ	ᡱ	%u1871
&#6258;	ᡲ	ᡲ	%u1872
&#6259;	ᡳ	ᡳ	%u1873
&#6260;	ᡴ	ᡴ	%u1874
&#6261;	ᡵ	ᡵ	%u1875
&#6262;	ᡶ	ᡶ	%u1876
&#6263;	ᡷ	ᡷ	%u1877
&#6264;	ᡸ	ᡸ	%u1878
&#6265;	᡹	᡹	%u1879
&#6266;	᡺	᡺	%u187A
&#6267;	᡻	᡻	%u187B
&#6268;	᡼	᡼	%u187C
&#6269;	᡽	᡽	%u187D
&#6270;	᡾	᡾	%u187E
&#6271;	᡿	᡿	%u187F
&#6272;	ᢀ	ᢀ	%u1880
&#6273;	ᢁ	ᢁ	%u1881
&#6274;	ᢂ	ᢂ	%u1882
&#6275;	ᢃ	ᢃ	%u1883
&#6276;	ᢄ	ᢄ	%u1884
&#6277;	ᢅ	ᢅ	%u1885
&#6278;	ᢆ	ᢆ	%u1886
&#6279;	ᢇ	ᢇ	%u1887
&#6280;	ᢈ	ᢈ	%u1888
&#6281;	ᢉ	ᢉ	%u1889
&#6282;	ᢊ	ᢊ	%u188A
&#6283;	ᢋ	ᢋ	%u188B
&#6284;	ᢌ	ᢌ	%u188C
&#6285;	ᢍ	ᢍ	%u188D
&#6286;	ᢎ	ᢎ	%u188E
&#6287;	ᢏ	ᢏ	%u188F
&#6288;	ᢐ	ᢐ	%u1890
&#6289;	ᢑ	ᢑ	%u1891
&#6290;	ᢒ	ᢒ	%u1892
&#6291;	ᢓ	ᢓ	%u1893
&#6292;	ᢔ	ᢔ	%u1894
&#6293;	ᢕ	ᢕ	%u1895
&#6294;	ᢖ	ᢖ	%u1896
&#6295;	ᢗ	ᢗ	%u1897
&#6296;	ᢘ	ᢘ	%u1898
&#6297;	ᢙ	ᢙ	%u1899
&#6298;	ᢚ	ᢚ	%u189A
&#6299;	ᢛ	ᢛ	%u189B
&#6300;	ᢜ	ᢜ	%u189C
&#6301;	ᢝ	ᢝ	%u189D
&#6302;	ᢞ	ᢞ	%u189E
&#6303;	ᢟ	ᢟ	%u189F
&#6304;	ᢠ	ᢠ	%u18A0
&#6305;	ᢡ	ᢡ	%u18A1
&#6306;	ᢢ	ᢢ	%u18A2
&#6307;	ᢣ	ᢣ	%u18A3
&#6308;	ᢤ	ᢤ	%u18A4
&#6309;	ᢥ	ᢥ	%u18A5
&#6310;	ᢦ	ᢦ	%u18A6
&#6311;	ᢧ	ᢧ	%u18A7
&#6312;	ᢨ	ᢨ	%u18A8
&#6313;	ᢩ	ᢩ	%u18A9
&#6314;	ᢪ	ᢪ	%u18AA
&#6315;	᢫	᢫	%u18AB
&#6316;	᢬	᢬	%u18AC
&#6317;	᢭	᢭	%u18AD
&#6318;	᢮	᢮	%u18AE
&#6319;	᢯	᢯	%u18AF
&#6320;	ᢰ	ᢰ	%u18B0
&#6321;	ᢱ	ᢱ	%u18B1
&#6322;	ᢲ	ᢲ	%u18B2
&#6323;	ᢳ	ᢳ	%u18B3
&#6324;	ᢴ	ᢴ	%u18B4
&#6325;	ᢵ	ᢵ	%u18B5
&#6326;	ᢶ	ᢶ	%u18B6
&#6327;	ᢷ	ᢷ	%u18B7
&#6328;	ᢸ	ᢸ	%u18B8
&#6329;	ᢹ	ᢹ	%u18B9
&#6330;	ᢺ	ᢺ	%u18BA
&#6331;	ᢻ	ᢻ	%u18BB
&#6332;	ᢼ	ᢼ	%u18BC
&#6333;	ᢽ	ᢽ	%u18BD
&#6334;	ᢾ	ᢾ	%u18BE
&#6335;	ᢿ	ᢿ	%u18BF
&#6336;	ᣀ	ᣀ	%u18C0
&#6337;	ᣁ	ᣁ	%u18C1
&#6338;	ᣂ	ᣂ	%u18C2
&#6339;	ᣃ	ᣃ	%u18C3
&#6340;	ᣄ	ᣄ	%u18C4
&#6341;	ᣅ	ᣅ	%u18C5
&#6342;	ᣆ	ᣆ	%u18C6
&#6343;	ᣇ	ᣇ	%u18C7
&#6344;	ᣈ	ᣈ	%u18C8
&#6345;	ᣉ	ᣉ	%u18C9
&#6346;	ᣊ	ᣊ	%u18CA
&#6347;	ᣋ	ᣋ	%u18CB
&#6348;	ᣌ	ᣌ	%u18CC
&#6349;	ᣍ	ᣍ	%u18CD
&#6350;	ᣎ	ᣎ	%u18CE
&#6351;	ᣏ	ᣏ	%u18CF
&#6352;	ᣐ	ᣐ	%u18D0
&#6353;	ᣑ	ᣑ	%u18D1
&#6354;	ᣒ	ᣒ	%u18D2
&#6355;	ᣓ	ᣓ	%u18D3
&#6356;	ᣔ	ᣔ	%u18D4
&#6357;	ᣕ	ᣕ	%u18D5
&#6358;	ᣖ	ᣖ	%u18D6
&#6359;	ᣗ	ᣗ	%u18D7
&#6360;	ᣘ	ᣘ	%u18D8
&#6361;	ᣙ	ᣙ	%u18D9
&#6362;	ᣚ	ᣚ	%u18DA
&#6363;	ᣛ	ᣛ	%u18DB
&#6364;	ᣜ	ᣜ	%u18DC
&#6365;	ᣝ	ᣝ	%u18DD
&#6366;	ᣞ	ᣞ	%u18DE
&#6367;	ᣟ	ᣟ	%u18DF
&#6368;	ᣠ	ᣠ	%u18E0
&#6369;	ᣡ	ᣡ	%u18E1
&#6370;	ᣢ	ᣢ	%u18E2
&#6371;	ᣣ	ᣣ	%u18E3
&#6372;	ᣤ	ᣤ	%u18E4
&#6373;	ᣥ	ᣥ	%u18E5
&#6374;	ᣦ	ᣦ	%u18E6
&#6375;	ᣧ	ᣧ	%u18E7
&#6376;	ᣨ	ᣨ	%u18E8
&#6377;	ᣩ	ᣩ	%u18E9
&#6378;	ᣪ	ᣪ	%u18EA
&#6379;	ᣫ	ᣫ	%u18EB
&#6380;	ᣬ	ᣬ	%u18EC
&#6381;	ᣭ	ᣭ	%u18ED
&#6382;	ᣮ	ᣮ	%u18EE
&#6383;	ᣯ	ᣯ	%u18EF
&#6384;	ᣰ	ᣰ	%u18F0
&#6385;	ᣱ	ᣱ	%u18F1
&#6386;	ᣲ	ᣲ	%u18F2
&#6387;	ᣳ	ᣳ	%u18F3
&#6388;	ᣴ	ᣴ	%u18F4
&#6389;	ᣵ	ᣵ	%u18F5
&#6390;	᣶	᣶	%u18F6
&#6391;	᣷	᣷	%u18F7
&#6392;	᣸	᣸	%u18F8
&#6393;	᣹	᣹	%u18F9
&#6394;	᣺	᣺	%u18FA
&#6395;	᣻	᣻	%u18FB
&#6396;	᣼	᣼	%u18FC
&#6397;	᣽	᣽	%u18FD
&#6398;	᣾	᣾	%u18FE
&#6399;	᣿	᣿	%u18FF
&#6400;	ᤀ	ᤀ	%u1900
&#6401;	ᤁ	ᤁ	%u1901
&#6402;	ᤂ	ᤂ	%u1902
&#6403;	ᤃ	ᤃ	%u1903
&#6404;	ᤄ	ᤄ	%u1904
&#6405;	ᤅ	ᤅ	%u1905
&#6406;	ᤆ	ᤆ	%u1906
&#6407;	ᤇ	ᤇ	%u1907
&#6408;	ᤈ	ᤈ	%u1908
&#6409;	ᤉ	ᤉ	%u1909
&#6410;	ᤊ	ᤊ	%u190A
&#6411;	ᤋ	ᤋ	%u190B
&#6412;	ᤌ	ᤌ	%u190C
&#6413;	ᤍ	ᤍ	%u190D
&#6414;	ᤎ	ᤎ	%u190E
&#6415;	ᤏ	ᤏ	%u190F
&#6416;	ᤐ	ᤐ	%u1910
&#6417;	ᤑ	ᤑ	%u1911
&#6418;	ᤒ	ᤒ	%u1912
&#6419;	ᤓ	ᤓ	%u1913
&#6420;	ᤔ	ᤔ	%u1914
&#6421;	ᤕ	ᤕ	%u1915
&#6422;	ᤖ	ᤖ	%u1916
&#6423;	ᤗ	ᤗ	%u1917
&#6424;	ᤘ	ᤘ	%u1918
&#6425;	ᤙ	ᤙ	%u1919
&#6426;	ᤚ	ᤚ	%u191A
&#6427;	ᤛ	ᤛ	%u191B
&#6428;	ᤜ	ᤜ	%u191C
&#6429;	ᤝ	ᤝ	%u191D
&#6430;	ᤞ	ᤞ	%u191E
&#6431;	᤟	᤟	%u191F
&#6432;	ᤠ	ᤠ	%u1920
&#6433;	ᤡ	ᤡ	%u1921
&#6434;	ᤢ	ᤢ	%u1922
&#6435;	ᤣ	ᤣ	%u1923
&#6436;	ᤤ	ᤤ	%u1924
&#6437;	ᤥ	ᤥ	%u1925
&#6438;	ᤦ	ᤦ	%u1926
&#6439;	ᤧ	ᤧ	%u1927
&#6440;	ᤨ	ᤨ	%u1928
&#6441;	ᤩ	ᤩ	%u1929
&#6442;	ᤪ	ᤪ	%u192A
&#6443;	ᤫ	ᤫ	%u192B
&#6444;	᤬	᤬	%u192C
&#6445;	᤭	᤭	%u192D
&#6446;	᤮	᤮	%u192E
&#6447;	᤯	᤯	%u192F
